timestamp_utc,puzzle,score,author_id,author_name,message_id
2025-09-12T04:16:13.142000+00:00,1545,3,260479973704466432,jaxitha#0,1415913870530449558
2025-09-12T04:16:13.142000+00:00,1545,4,267358650480328704,jumpy_fox#0,1415913870530449558
2025-09-12T04:16:13.142000+00:00,1545,5,208798057863708672,mr.doughnut#0,1415913870530449558
2025-09-14T03:45:14.376000+00:00,1546,4,316707523279192065,gibbysthinking#0,1416630850031976448
2025-09-14T03:45:14.376000+00:00,1546,5,208798057863708672,mr.doughnut#0,1416630850031976448
2025-09-15T17:26:26.858000+00:00,1548,3,,@Jax,1417199901665656872
2025-09-15T17:26:26.858000+00:00,1548,4,,@Gibby,1417199901665656872
2025-09-15T17:26:26.858000+00:00,1548,6,,@Felix,1417199901665656872
2025-09-16T14:34:28.224000+00:00,1549,2,,@Gibby,1417519010043400202
2025-09-16T14:34:28.224000+00:00,1549,4,260479973704466432,jaxitha#0,1417519010043400202
2025-09-16T14:34:28.224000+00:00,1549,4,,@Felix,1417519010043400202
2025-09-16T14:34:28.224000+00:00,1549,5,267358650480328704,jumpy_fox#0,1417519010043400202
2025-09-16T14:34:28.224000+00:00,1549,5,1355728206266892349,madisongagnon07#0,1417519010043400202
2025-09-17T13:46:17.516000+00:00,1550,3,248250142703091712,rockers13#0,1417869273400873031
2025-09-17T13:46:17.516000+00:00,1550,5,316707523279192065,gibbysthinking#0,1417869273400873031
2025-09-17T13:46:17.516000+00:00,1550,5,267358650480328704,jumpy_fox#0,1417869273400873031
2025-09-18T14:03:08.849000+00:00,1551,3,283051403725766657,rage.candybar#0,1418235903104516188
2025-09-18T14:03:08.849000+00:00,1551,4,267358650480328704,jumpy_fox#0,1418235903104516188
2025-09-18T14:03:08.849000+00:00,1551,4,248250142703091712,rockers13#0,1418235903104516188
2025-09-18T14:03:08.849000+00:00,1551,4,316707523279192065,gibbysthinking#0,1418235903104516188
2025-09-18T14:03:08.849000+00:00,1551,5,260479973704466432,jaxitha#0,1418235903104516188
2025-09-19T14:07:07.398000+00:00,1552,4,260479973704466432,jaxitha#0,1418599291517145286
2025-09-19T14:07:07.398000+00:00,1552,4,,@Jumpy,1418599291517145286
2025-09-19T14:07:07.398000+00:00,1552,4,,@Gibby,1418599291517145286
2025-09-19T14:07:07.398000+00:00,1552,5,283051403725766657,rage.candybar#0,1418599291517145286
2025-09-19T14:07:07.398000+00:00,1552,6,248250142703091712,rockers13#0,1418599291517145286
2025-09-20T13:12:16.816000+00:00,1553,3,208798057863708672,mr.doughnut#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,4,267358650480328704,jumpy_fox#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,4,283051403725766657,rage.candybar#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,4,316707523279192065,gibbysthinking#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,5,260479973704466432,jaxitha#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,6,343244330900914176,starbreaker4049#0,1418947877681631282
2025-09-20T13:12:16.816000+00:00,1553,6,248250142703091712,rockers13#0,1418947877681631282
2025-09-21T13:40:14.049000+00:00,1554,4,267358650480328704,jumpy_fox#0,1419317300372307998
2025-09-21T13:40:14.049000+00:00,1554,4,,@Jax,1419317300372307998
2025-09-21T13:40:14.049000+00:00,1554,4,,@Gibby,1419317300372307998
2025-09-21T13:40:14.049000+00:00,1554,6,283051403725766657,rage.candybar#0,1419317300372307998
2025-09-21T13:40:14.049000+00:00,1554,6,,@Felix,1419317300372307998
2025-09-22T06:20:26.381000+00:00,1555,3,343244330900914176,starbreaker4049#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,3,267358650480328704,jumpy_fox#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,3,208798057863708672,mr.doughnut#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,4,316707523279192065,gibbysthinking#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,5,260479973704466432,jaxitha#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,6,283051403725766657,rage.candybar#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,6,266700370653216777,wickedskyn#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,6,347165236597620736,.danoosh#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,X,248250142703091712,rockers13#0,1419569010336464938
2025-09-22T06:20:26.381000+00:00,1555,X,137023326362009600,mimeiota#0,1419569010336464938
2025-09-23T06:43:19.200000+00:00,1556,3,343244330900914176,starbreaker4049#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,3,283051403725766657,rage.candybar#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,4,248250142703091712,rockers13#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,4,208798057863708672,mr.doughnut#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,4,,@Jax,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,4,,@Gibby,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,5,347165236597620736,.danoosh#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,6,267358650480328704,jumpy_fox#0,1419937156222287953
2025-09-23T06:43:19.200000+00:00,1556,6,,@WickedSkyn,1419937156222287953
2025-09-24T05:20:11.181000+00:00,1557,3,316707523279192065,gibbysthinking#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,3,283051403725766657,rage.candybar#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,3,343244330900914176,starbreaker4049#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,3,260479973704466432,jaxitha#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,4,208798057863708672,mr.doughnut#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,5,267358650480328704,jumpy_fox#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,5,248250142703091712,rockers13#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,5,266700370653216777,wickedskyn#0,1420278622819844096
2025-09-24T05:20:11.181000+00:00,1557,6,347165236597620736,.danoosh#0,1420278622819844096
2025-09-25T11:12:12.055000+00:00,1558,4,347165236597620736,.danoosh#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,4,343244330900914176,starbreaker4049#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,4,267358650480328704,jumpy_fox#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,4,260479973704466432,jaxitha#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,5,283051403725766657,rage.candybar#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,5,316707523279192065,gibbysthinking#0,1420729598051881021
2025-09-25T11:12:12.055000+00:00,1558,5,248250142703091712,rockers13#0,1420729598051881021
2025-09-26T11:38:09.439000+00:00,1559,2,,@Starbreaker,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,283051403725766657,rage.candybar#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,316707523279192065,gibbysthinking#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,267358650480328704,jumpy_fox#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,248250142703091712,rockers13#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,266700370653216777,wickedskyn#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,3,208798057863708672,mr.doughnut#0,1421098518059290725
2025-09-26T11:38:09.439000+00:00,1559,4,,@Jax,1421098518059290725
2025-09-27T04:04:22.516000+00:00,1560,3,316707523279192065,gibbysthinking#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,4,347165236597620736,.danoosh#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,4,260479973704466432,jaxitha#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,4,343244330900914176,starbreaker4049#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,4,248250142703091712,rockers13#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,4,266700370653216777,wickedskyn#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,5,267358650480328704,jumpy_fox#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,5,208798057863708672,mr.doughnut#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,5,327117573051121665,.atreyobhattacharjee#0,1421346707932839957
2025-09-27T04:04:22.516000+00:00,1560,6,283051403725766657,rage.candybar#0,1421346707932839957
2025-09-28T04:08:16.048000+00:00,1561,2,1355728206266892349,madisongagnon07#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,3,343244330900914176,starbreaker4049#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,4,327117573051121665,.atreyobhattacharjee#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,4,283051403725766657,rage.candybar#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,4,260479973704466432,jaxitha#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,5,267358650480328704,jumpy_fox#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,5,347165236597620736,.danoosh#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,5,208798057863708672,mr.doughnut#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,5,398973844729233410,ryeena#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,6,266700370653216777,wickedskyn#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,6,316707523279192065,gibbysthinking#0,1421710075302641674
2025-09-28T04:08:16.048000+00:00,1561,X,248250142703091712,rockers13#0,1421710075302641674
2025-09-29T05:07:19.316000+00:00,1562,4,343244330900914176,starbreaker4049#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,4,267358650480328704,jumpy_fox#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,4,327117573051121665,.atreyobhattacharjee#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,5,283051403725766657,rage.candybar#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,5,316707523279192065,gibbysthinking#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,6,208798057863708672,mr.doughnut#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,6,266700370653216777,wickedskyn#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,347165236597620736,.danoosh#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,248250142703091712,rockers13#0,1422087324711522314
2025-09-29T05:07:19.316000+00:00,1562,X,260479973704466432,jaxitha#0,1422087324711522314
2025-09-30T05:13:07.588000+00:00,1563,3,,@Starbreaker,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,283051403725766657,rage.candybar#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,208798057863708672,mr.doughnut#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,,@Jumpy,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,4,,@Jax,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,248250142703091712,rockers13#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,347165236597620736,.danoosh#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,327117573051121665,.atreyobhattacharjee#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,316707523279192065,gibbysthinking#0,1422451173335760896
2025-09-30T05:13:07.588000+00:00,1563,5,266700370653216777,wickedskyn#0,1422451173335760896
2025-10-01T05:07:12.996000+00:00,1564,3,266700370653216777,wickedskyn#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,267358650480328704,jumpy_fox#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,208798057863708672,mr.doughnut#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,4,316707523279192065,gibbysthinking#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,343244330900914176,starbreaker4049#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,283051403725766657,rage.candybar#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,5,327117573051121665,.atreyobhattacharjee#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,260479973704466432,jaxitha#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,248250142703091712,rockers13#0,1422812073934589962
2025-10-01T05:07:12.996000+00:00,1564,6,347165236597620736,.danoosh#0,1422812073934589962
2025-10-02T05:11:10.185000+00:00,1565,3,343244330900914176,starbreaker4049#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,3,347165236597620736,.danoosh#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,3,266700370653216777,wickedskyn#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,260479973704466432,jaxitha#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,283051403725766657,rage.candybar#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,208798057863708672,mr.doughnut#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,248250142703091712,rockers13#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,4,316707523279192065,gibbysthinking#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,5,267358650480328704,jumpy_fox#0,1423175456642961428
2025-10-02T05:11:10.185000+00:00,1565,X,327117573051121665,.atreyobhattacharjee#0,1423175456642961428
2025-10-03T05:28:21.749000+00:00,1566,2,248250142703091712,rockers13#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,260479973704466432,jaxitha#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,267358650480328704,jumpy_fox#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,316707523279192065,gibbysthinking#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,283051403725766657,rage.candybar#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,3,,@Starbreaker,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,4,347165236597620736,.danoosh#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,4,266700370653216777,wickedskyn#0,1423542171201572924
2025-10-03T05:28:21.749000+00:00,1566,5,327117573051121665,.atreyobhattacharjee#0,1423542171201572924
2025-10-04T05:06:25.153000+00:00,1567,3,248250142703091712,rockers13#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,347165236597620736,.danoosh#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,316707523279192065,gibbysthinking#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,3,327117573051121665,.atreyobhattacharjee#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,4,343244330900914176,starbreaker4049#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,4,260479973704466432,jaxitha#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,208798057863708672,mr.doughnut#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,267358650480328704,jumpy_fox#0,1423899036863430717
2025-10-04T05:06:25.153000+00:00,1567,5,,@Grant,1423899036863430717
